"ISO","ID","HORI","TOP","BOT","SAMPLENO","SIO2","AL2O3","FE2O3","CAO","MGO","K2O","NA2O","TIO2","MNO2","P2O5","IGN","TOTAL","RATIOSIAL","RATIOSIFE","RATIOSIR","RATIOALFE","SOELREM","EDITDATE","VERIFIED","CODETYPE"
"ES",6,1,0,1,"700043",57.8,13.3,8.8,3.3,3.5,1.2,,1.1,0.2,0.1,8.5,97.8,7.4,17.5,5.2,2.4,"","","","ES0061"
"ES",6,2,1,12,"700044",60.9,13.7,8.5,3.4,3.4,1.7,,1.1,0.1,0.2,5.1,98.1,7.5,19.1,5.4,2.5,"","","","ES0062"
"ES",6,3,12,20,"700045",49.8,17.5,13.7,3.7,5.3,1.6,,1.4,0.2,0.2,5.2,98.6,4.8,9.7,3.2,2,"","","","ES0063"
"ES",7,1,0,2,"700047",67.2,15.2,2,0.6,0.5,6.4,,0.3,0.1,0.2,8.5,101,7.5,89.5,6.9,11.9,"","","","ES0071"
"ES",7,2,2,15,"700048",72.9,14.5,1.7,0.3,0.2,6.6,,0.2,0,0.1,2.5,99,8.5,114.2,7.9,13.4,"","","","ES0072"
"ES",7,3,15,30,"700049",72.8,15,1.9,0.3,0.4,6.7,,0.3,0.1,0.2,2.5,100.2,8.2,102,7.6,12.4,"","","","ES0073"
"ES",7,4,30,45,"700050",71.4,15.7,2.1,0.3,0.3,6.2,,0.3,0,0.2,3,99.5,7.7,90.5,7.1,11.7,"","","","ES0074"
"ES",8,1,0,15,"700051",67.3,15.8,4.1,4,0.9,2.1,,0.4,0.1,0.1,2.7,97.5,7.2,43.7,6.2,6,"","","","ES0081"
"ES",8,2,15,26,"700052",69.2,15.4,4,4,1,2,,0.4,0.1,0.1,2.2,98.4,7.6,46.1,6.5,6,"","","","ES0082"
"ES",8,3,26,35,"700053",67.3,16.2,4.6,3.6,0.9,2.1,,0.5,0.1,0.1,2.8,98.2,7.1,38.9,6,5.5,"","","","ES0083"
"ES",8,4,35,45,"700054",66.5,16.8,4.7,3.9,1.5,2.1,,0.5,0.1,0.1,3,99.2,6.7,37.7,5.7,5.6,"","","","ES0084"
"ES",8,5,45,60,"700055",65,16.8,5.3,4.4,1.6,1.9,,0.5,0.1,0.2,3.1,98.9,6.6,32.6,5.5,5,"","","","ES0085"
"ES",9,1,0,8,"700058",63.3,13,9.6,2.9,1.5,1.9,,1.4,0.2,0.2,4.1,98.1,8.3,17.6,5.6,2.1,"","","","ES0091"
"ES",9,2,8,14,"700059",62.7,13.1,9.6,3,1.9,2,,1.5,0.2,0.2,4,98.2,8.1,17.4,5.5,2.1,"","","","ES0092"
"ES",9,3,14,26,"700060",65.2,12.8,9.4,2.7,1.2,1.9,,1.5,0.2,0.2,3.9,99,8.6,18.5,5.9,2.1,"","","","ES0093"
"ES",9,4,26,30,"700061",60.3,14.3,11.5,2.8,1.8,1.9,,1.5,0.2,0.2,4.9,99.4,7.2,14,4.7,2,"","","","ES0094"
"ES",9,5,30,45,"700062",57.5,14.6,13.4,4,1.8,1.5,,1.6,0.2,0.4,4.8,99.8,6.7,11.4,4.2,1.7,"","","","ES0095"
"ES",10,1,0,12,"700064",86.7,5.2,2.5,0.2,0.5,1,,0.8,0.1,0.1,2.8,99.9,28.3,92.3,21.7,3.3,"","","","ES0101"
"ES",10,2,12,22,"700065",84.9,6.8,3.1,0.1,0.3,1.2,,0.9,0,0.1,2.8,100.2,21.2,72.9,16.4,3.4,"","","","ES0102"
"ES",10,3,22,45,"700066",64.6,18.2,7,0.3,0.8,2,,0.7,0,0.1,6.5,100.2,6,24.6,4.8,4.1,"","","","ES0103"
"ES",10,4,45,65,"700067",52,25.5,8.8,0.2,1,2.4,,0.7,0,0.1,9.1,99.8,3.5,15.7,2.8,4.5,"","","","ES0104"
"ES",10,5,65,85,"700068",51.1,25.8,8.7,0.1,0.9,2.7,,0.7,0,0.1,8.9,99,3.4,15.6,2.8,4.7,"","","","ES0105"
"ES",10,6,85,105,"700069",55.3,23.7,7.9,0.1,1,3.3,,0.8,0,0,7.6,99.7,4,18.6,3.3,4.7,"","","","ES0106"
"ES",10,7,105,125,"700070",59.5,21.5,7.3,0.1,0.9,3.2,,0.8,0,0,6.8,100.1,4.7,21.7,3.9,4.6,"","","","ES0107"
"ES",11,1,0,6,"700072",42.3,6,1.8,21.7,1.9,0.7,,0.3,,0.2,22.4,96.3,12,62.6,10,5.2,"","","","ES0111"
"ES",11,2,6,20,"700073",25.2,4.7,2.2,34,,0.3,,0.2,,0.3,31.3,96.2,9.1,30.5,7,3.4,"","","","ES0112"
"ES",11,3,20,40,"700074",27.2,5.1,2.3,32.3,,0.3,,0.3,,0.3,30,95.8,9.1,31.5,7,3.5,"","","","ES0113"
"ES",12,1,0,15,"700075",61.9,15.4,7.8,3.6,0.5,1,,1.2,0.1,0.1,6.7,98.3,6.8,21.1,5.2,3.1,"","","","ES0121"
"ES",12,2,15,35,"700076",61.3,15.6,7.8,3.5,0.5,1,,1.1,0.1,0.1,6.8,97.8,6.7,20.9,5.1,3.1,"","","","ES0122"
"ES",12,3,35,55,"700077",60.2,15.7,7.8,4.4,0.5,1,,1.1,0.1,0.1,6.8,97.7,6.5,20.5,4.9,3.2,"","","","ES0123"
"ES",12,4,65,85,"700078",47.1,13.2,6.9,15.2,0.6,0.8,,0.8,0.1,0.1,14.2,99,6.1,18.2,4.5,3,"","","","ES0124"
"ES",12,5,,,"700079",24.3,8.6,5.2,30.9,,0.4,,0.3,0,0.3,28,97,4.8,12.4,3.5,2.6,"","","","ES0125"
"ES",13,1,0,8,"700081",30.6,7.9,2.8,26.3,0.3,1.8,,0.3,0,0.3,28,98.3,6.6,29.1,5.4,4.4,"","","","ES0131"
"ES",13,2,8,20,"700082",30.1,8.2,2.9,27.6,0.3,1.7,,0.3,0,0.3,27,98.4,6.2,27.6,5.1,4.4,"","","","ES0132"
"ES",13,3,20,40,"700083",28.5,8.8,3.3,28.2,0.3,1.8,,0.3,0,0.3,26.9,98.4,5.5,23,4.4,4.2,"","","","ES0133"
"ES",13,4,40,65,"700084",63.1,15.5,4.6,4.6,0.3,2.9,,0.6,0,0.1,7.8,99.5,6.9,36.5,5.8,5.3,"","","","ES0134"
"ES",14,1,35,55,"700086",29.3,9.9,3.8,26.5,,2,,0.4,0,0.3,25.6,96.8,5,20.5,4,4.1,"","","","ES0141"
"ES",14,2,55,70,"700087",62.6,15.6,4.5,5.4,,2.7,,0.6,0,0.1,8.5,99,6.8,37,5.8,5.4,"","","","ES0142"
"ES",14,3,70,-1,"700088",57.9,16.2,5,7.4,,2.7,,0.6,0,0.1,10.1,99,6.1,30.8,5.1,5.1,"","","","ES0143"
"GE",54,1,0,15,"820009",36.1,24.6,15.8,0.18,0.94,0.45,,1.6,0.12,0.29,20,100.1,2.5,6.1,1.8,2.4,"","","","XX0541"
"GE",54,2,15,29,"820010",38,25.4,15.8,0.11,0.99,0.43,,1.65,0.12,0.29,18.4,101.2,2.5,6.4,1.8,2.5,"","","","XX0542"
"GE",54,3,29,40,"820011",38.1,25.8,15.9,0.07,0.95,0.42,,1.67,0.1,0.24,16.8,100,2.5,6.4,1.8,2.5,"","","","XX0543"
"GE",54,4,40,55,"820012",37.8,25.1,15.7,0.17,1.02,0.45,,1.64,0.12,0.28,18.1,100.4,2.6,6.4,1.8,2.5,"","","","XX0544"
"GE",54,5,55,70,"820013",37.9,27.2,17.1,0.04,0.94,0.34,,1.7,0.07,0.15,15.6,101,2.4,5.9,1.7,2.5,"","","","XX0545"
"GE",54,6,70,80,"820014",36.7,27.8,17.5,0.02,0.98,0.26,,1.72,0.09,0.13,14.5,99.7,2.2,5.6,1.6,2.5,"","","","XX0546"
"GE",54,7,80,90,"820015",35.9,27.7,17.6,0.03,1.02,0.24,,1.72,0.11,0.15,15,99.5,2.2,5.4,1.6,2.5,"","","","XX0547"
"GE",54,8,90,97,"820016",36.6,27.8,17.7,0.03,1.05,0.25,,1.73,0.12,0.16,14.7,100.1,2.2,5.5,1.6,2.5,"","","","XX0548"
"GE",2,1,0,12,"820001",47.3,20.9,10.4,0.18,0.64,0.62,,1.41,0.1,0.56,18.1,100.2,3.8,12.1,2.9,3.2,"","","","XX0561"
"GE",2,2,12,34,"820002",52.1,22.2,10.6,0.08,0.62,0.61,,1.53,0.07,0.46,12.2,100.5,4,13.1,3.1,3.3,"","","","XX0562"
"GE",2,3,34,49,"820003",48.6,25,12.3,0.04,0.56,0.52,,1.46,0.03,0.44,12,101,3.3,10.5,2.5,3.2,"","","","XX0563"
"GE",2,4,49,74,"820004",41,29.4,15.7,0.03,0.44,0.28,,1.54,0.03,0.22,12.1,100.7,2.4,7,1.8,2.9,"","","","XX0564"
"GE",2,5,74,99,"820005",41.1,28.9,15.1,0.02,0.58,0.5,,1.44,0.02,0.36,13.5,101.5,2.4,7.2,1.8,3,"","","","XX0565"
"GE",2,6,103,132,"820006",39.2,29.3,15,0.03,0.43,0.42,,1.5,0.02,0.15,15.1,101.2,2.3,7,1.7,3.1,"","","","XX0566"
"GE",2,7,132,170,"820007",37.5,28,18.7,0.02,0.4,0.33,,1.69,0.05,0.24,13.1,100,2.3,5.3,1.6,2.3,"","","","XX0567"
"GE",2,8,170,195,"820008",45.8,26.3,12.9,0.05,0.53,0.49,,1.41,0.02,0.3,13.2,101,3,9.5,2.3,3.2,"","","","XX0568"
"ZA",1,1,0,20,"750001",58.5,14.2,12.8,0.55,0.5,0.24,,2.01,0.29,0.07,11,100.2,7,12.2,4.4,1.7,"","22.05.1995","","ZA0011"
"ZA",1,2,20,46,"750002",54.8,15.5,14.9,0.44,0.47,0.24,,1.92,0.57,0.05,11.2,100.1,6,9.8,3.7,1.6,"","22.05.1995","","ZA0012"
"ZA",1,3,46,64,"750003",51.1,18.8,15.4,0.37,0.57,0.28,,1.63,0.55,0.05,10.9,99.7,4.6,8.8,3,1.9,"","22.05.1995","","ZA0013"
"ZA",1,4,64,75,"750004",49,22.3,14.4,0.48,0.88,0.3,,1.28,0.22,0.02,11.1,100,3.7,9.1,2.6,2.4,"","22.05.1995","","ZA0014"
"ZA",1,5,75,95,"750005",48.6,23.1,13.9,0.75,1.44,0.28,,1.12,0.2,0,10.6,100,3.6,9.3,2.6,2.6,"","22.05.1995","","ZA0015"
"ZA",1,6,95,110,"750006",49.8,22.3,14.1,1.18,1.83,0.27,,1.16,0.17,0,9.2,100,3.8,9.4,2.7,2.5,"","22.05.1995","","ZA0016"
"ZA",2,1,0,20,"750007",53.9,19.5,9,0.02,0.1,0.1,,1.28,0.05,0.05,15.6,99.6,4.7,15.9,3.6,3.4,"","22.05.1995","","ZA0021"
"ZA",2,2,20,35,"750008",57.6,18.7,8.8,0,0.08,0.08,,1.23,0.04,0.03,13.6,100.2,5.2,17.4,4,3.3,"","22.05.1995","","ZA0022"
"ZA",2,3,35,50,"700059",56.2,19.8,9.5,0,0.07,0.09,,1.29,0.05,0.03,12.9,99.9,4.8,15.7,3.7,3.3,"","22.05.1995","","ZA0023"
"ZA",2,4,50,65,"750010",53.7,21.5,10.2,0,0.08,0.11,,1.37,0.05,0.03,12.7,99.7,4.2,14,3.3,3.3,"","22.05.1995","","ZA0024"
"ZA",2,5,65,80,"750011",52.1,22.8,10.6,0,0.07,0.11,,1.43,0.06,0.05,12.3,99.5,3.9,13.1,3,3.4,"","22.05.1995","","ZA0025"
"ZA",2,6,80,95,"750012",51.8,23.2,10.4,0,0.07,0.1,,1.43,0.06,0.04,12.4,99.5,3.8,13.3,2.9,3.5,"","22.05.1995","","ZA0026"
"ZA",2,7,95,110,"750013",49.5,24.4,10.8,0,0.07,0.1,,1.49,0.06,0.04,12.8,99.3,3.4,12.2,2.7,3.5,"","22.05.1995","","ZA0027"
"ZA",2,8,110,125,"750014",50,25.1,11.2,0,0.07,0.11,,1.53,0.07,0.04,12.6,100.7,3.4,11.9,2.6,3.5,"","22.05.1995","","ZA0028"
"ZA",3,1,0,15,"750016",73.3,11.3,4.5,0,0.35,1.06,,0.79,0.01,0.05,9.3,100.7,11,43.4,8.8,3.9,"","22.05.1995","","ZA0031"
"ZA",3,2,15,30,"750017",73.6,11.6,4.6,0,0.36,1.12,,0.81,0.01,0.04,7.3,99.4,10.8,42.6,8.6,4,"","22.05.1995","","ZA0032"
"ZA",3,3,30,45,"750018",74.3,11.5,4.7,0,0.38,1.26,,0.82,0.01,0.04,5.7,98.7,11,42.1,8.7,3.8,"","22.05.1995","","ZA0033"
"ZA",3,4,45,66,"750019",76.9,11.3,4.6,0,0.36,1.44,,0.78,0.01,0.04,4.5,99.9,11.5,44.5,9.2,3.9,"","22.05.1995","","ZA0034"
"ZA",5,1,0,20,"750031",60.4,13,11.5,0.22,0.27,0.21,,2.84,0.08,0.08,11.4,100,7.9,14,5,1.8,"","22.05.1995","","ZA0051"
"ZA",5,2,20,40,"750032",57.8,14.6,13,0.17,0.25,0.13,,2.76,0.08,0.04,11.9,100.7,6.7,11.8,4.3,1.8,"","22.05.1995","","ZA0052"
"ZA",5,3,40,60,"750033",42.6,23.1,18.3,0.07,0.33,0.16,,1.9,0.05,0.03,13.4,99.9,3.1,6.2,2.1,2,"","22.05.1995","","ZA0053"
"ZA",5,4,60,80,"750034",39.2,26.5,18.2,0.04,0.4,0.2,,1.71,0.04,0.05,13.6,99.9,2.5,5.7,1.7,2.3,"","22.05.1995","","ZA0054"
"ZA",5,5,80,100,"750035",37.6,26.3,19.5,0.03,0.38,0.16,,2.07,0.05,0.09,13.2,99.4,2.4,5.1,1.6,2.1,"","22.05.1995","","ZA0055"
"ZA",5,6,100,120,"750036",45.2,22.7,17.9,0.02,0.38,0.12,,2.53,0.06,0.14,11,100.1,3.4,6.7,2.2,2,"","22.05.1995","","ZA0056"
"ZA",6,1,0,15,"750037",91.1,4.3,1.3,0.02,0.04,1.83,,0.54,0.01,0.06,1.9,101.1,36,186.6,30.1,5.2,"","22.05.1995","","ZA0061"
"ZA",6,2,15,40,"750038",92.1,4,1.1,0.02,0.03,1.78,,0.55,0,0.06,1.6,101.2,39.1,222.9,33.2,5.7,"","22.05.1995","","ZA0062"
"ZA",6,3,40,70,"750039",90.6,4,1.1,0.01,0.03,1.79,,0.53,0,0.04,1.4,99.5,38.4,219.3,32.7,5.7,"","22.05.1995","","ZA0063"
"ZA",6,4,70,90,"750040",85.3,8.6,1.6,0.04,0.09,2.47,,0.25,0,0.03,2.3,100.7,16.8,141.9,15,8.4,"","22.05.1995","","ZA0064"
"ZA",6,5,95,,"750041",86,8.3,1.1,0.03,0.08,2.61,,0.1,0,0.01,1.7,99.9,17.6,208.1,16.2,11.8,"","22.05.1995","","ZA0065"
"ZA",7,1,0,10,"750042",83.5,7.8,2.2,0.04,0.1,2.7,,0.37,0.02,0.03,4.6,101.4,18.2,101,15.4,5.6,"","22.05.1995","","ZA0071"
"ZA",7,2,10,20,"750043",79.2,10.1,2.7,0.02,0.11,2.85,,0.43,0.01,0.02,5.1,100.5,13.3,78.1,11.4,5.9,"","22.05.1995","","ZA0072"
"ZA",7,3,25,60,"750044",61,20.6,5.6,0,0.25,4.78,,0.53,0.03,0.03,7.3,100.1,5,29,4.3,5.8,"","22.05.1995","","ZA0073"
"ZA",8,1,,,"750045",62.7,11.1,10.9,1,0.59,0.25,,1.82,0.18,0.07,10.6,99.2,9.6,15.3,5.9,1.6,"","22.05.1995","","ZA0081"
"ZA",8,2,,,"750046",62,11.8,12.4,1.84,0.96,0.29,,1.57,0.19,0.03,8.8,99.9,8.9,13.3,5.3,1.5,"","22.05.1995","","ZA0082"
"ZA",8,3,,,"750047",57.4,15.5,13.4,2.02,1.33,0.27,,1.46,0.06,0.04,7.7,99.2,6.3,11.4,4.1,1.8,"","22.05.1995","","ZA0083"
"ZA",8,4,,,"750048",60.6,17.1,10.7,2.68,1.25,0.4,,1.47,0.07,0.07,6.5,100.8,6,15.1,4.3,2.5,"","22.05.1995","","ZA0084"
"ZA",8,5,,,"750049",57.2,18.1,11.1,2.67,1.26,0.42,,1.38,0.05,0.08,6.9,99.2,5.4,13.7,3.9,2.6,"","22.05.1995","","ZA0085"
"ZA",9,1,0,20,"750050",55.3,17.1,11.9,1.92,2.06,0.42,,1.66,0.24,0.04,10,100.6,5.5,12.4,3.8,2.3,"","22.05.1995","","ZA0091"
"ZA",9,2,20,40,"750051",54.4,17.2,11.7,1.82,1.81,0.36,,1.45,0.25,0.03,10.4,99.4,5.4,12.4,3.7,2.3,"","22.05.1995","","ZA0092"
"ZA",9,3,40,60,"750052",56,16.7,11.5,1.48,1.5,0.37,,1.59,0.28,0.03,9.8,99.3,5.7,13,4,2.3,"","22.05.1995","","ZA0093"
"ZA",9,4,60,80,"750053",54.4,17.9,12.1,1.11,1.39,0.33,,1.48,0.25,0.03,10.9,99.9,5.2,12,3.6,2.3,"","22.05.1995","","ZA0094"
"ZA",9,5,80,100,"750054",54.6,18.1,12.2,1.05,1.53,0.32,,1.48,0.25,0.02,10.9,100.5,5.1,11.9,3.6,2.3,"","22.05.1995","","ZA0095"
"ZA",9,6,100,110,"750055",55.2,17.7,12.2,1.05,1.63,0.31,,1.5,0.28,0.02,10.5,100.4,5.3,12,3.7,2.3,"","22.05.1995","","ZA0096"
"ZA",10,1,0,20,"750056",50.9,19.1,14.7,0.7,0.88,0.2,,2.03,0.26,0.07,12.2,101,4.5,9.2,3,2,"","22.05.1995","","ZA0101"
"ZA",10,2,20,40,"750057",48.9,21.5,15.4,0.46,0.72,0.17,,1.72,0.22,0.06,11.7,100.9,3.9,8.5,2.7,2.2,"","22.05.1995","","ZA0102"
"ZA",10,3,40,60,"750058",48.5,21.8,15.4,0.42,0.7,0.17,,1.68,0.22,0.06,11.3,100.3,3.8,8.4,2.6,2.2,"","22.05.1995","","ZA0103"
"ZA",10,4,60,80,"750059",47.9,21.9,15.6,0.59,0.91,0.19,,1.53,0.23,0.06,11.2,100.1,3.7,8.2,2.6,2.2,"","22.05.1995","","ZA0104"
"ZA",10,5,80,100,"750060",48,22.9,14.8,0.72,1.11,0.21,,1.32,0.23,0.04,11.5,100.8,3.6,8.6,2.5,2.4,"","22.05.1995","","ZA0105"
"ZA",10,6,100,110,"750061",47.9,22.1,14.4,1.02,1.4,0.25,,1.2,0.23,0.03,10.8,99.3,3.7,8.9,2.6,2.4,"","22.05.1995","","ZA0106"
"ZA",11,1,0,15,"750062",95.4,1.7,1.2,0.04,0.07,0.21,,0.34,0.01,0.02,3,102,95.2,211.6,65.7,2.2,"","28.02.1996","OSP","ZA0111"
"ZA",11,2,15,23,"750063",95.1,1.4,1.1,0.04,0.08,0.16,,0.37,0,0,2.2,100.5,115.3,230.2,76.8,2,"","28.02.1996","OSP","ZA0112"
"ZA",11,3,23,45,"750064",81.2,8.3,4.6,0.2,0.4,0.23,,0.56,0.01,0.01,5.3,100.8,16.6,47,12.3,2.8,"","28.02.1996","OSP","ZA0113"
"ZA",11,4,45,60,"750065",80.9,8.6,4.5,0.18,0.45,0.23,,0.58,0.01,0,4.8,100.3,16,47.9,12,3,"","28.02.1996","OSP","ZA0114"
"ZA",11,5,60,70,"750066",73.7,13.9,6.3,0.21,0.55,0.26,,0.71,0.01,0,6,101.6,9,31.1,7,3.5,"","28.02.1996","OSP","ZA0115"
"ZA",11,6,70,100,"750067",74,13.5,6.8,0.28,0.57,0.26,,0.7,0.01,0,5.7,101.8,9.3,29,7,3.1,"","28.02.1996","OSP","ZA0116"
"ZA",11,7,100,110,"750068",74,13.3,6.5,0.15,0.5,0.25,,0.67,0.01,0,5.5,100.9,9.4,30.3,7.2,3.2,"","28.02.1996","OSP","ZA0117"
"ZA",12,1,0,20,"750069",68.8,9.8,9,0.18,0.15,0.16,,2.32,0.11,0.09,10.2,100.8,11.9,20.4,7.5,1.7,"","22.05.1995","","ZA0121"
"ZA",12,2,20,40,"750070",67.5,10.5,11.3,0.07,0.13,0.14,,2.38,0.07,0.06,7.9,100.1,10.9,15.9,6.5,1.5,"","22.05.1995","","ZA0122"
"ZA",12,3,40,60,"750071",61.1,14.8,14,0.01,0.06,0.19,,1.94,0.05,0.09,8.2,100.4,7,11.6,4.4,1.7,"","22.05.1995","","ZA0123"
"ZA",12,4,60,80,"750072",65.6,12.7,12.4,0.03,0.11,0.16,,2.24,0.06,0.07,7.5,100.9,8.8,14.1,5.4,1.6,"","22.05.1995","","ZA0124"
"ZA",12,5,80,100,"750073",55.5,15.7,21.2,0.02,0.11,0.22,,1.93,0.14,0.16,7.7,102.7,6,7,3.2,1.2,"","22.05.1995","","ZA0125"
"ZA",12,6,90,105,"750074",52.1,15.2,24.3,0.03,0.06,0.21,,1.89,0.24,0.16,7.1,101.3,5.8,5.7,2.9,1,"","22.05.1995","","ZA0126"
"ZA",12,7,105,120,"750075",51,14.3,26.1,0.02,0.01,0.21,,1.82,0.19,0.14,6.9,100.7,6.1,5.2,2.8,0.9,"","22.05.1995","","ZA0127"
"ZA",13,1,0,20,"750077",96.4,1.5,0.9,0,0.07,0.25,,0.41,0,0.01,1.5,101,109.1,285.2,78.9,2.6,"","22.05.1995","","ZA0131"
"ZA",13,2,20,50,"750078",96.4,1.5,0.8,0,0.05,0.19,,0.42,0,0.01,1.2,100.6,109.1,320.8,81.4,2.9,"","22.05.1995","","ZA0132"
"ZA",13,3,50,80,"750079",97.5,1.7,0.9,0,0.05,0.2,,0.43,0,0.01,1.1,101.9,97.3,288.4,72.8,3,"","22.05.1995","","ZA0133"
"ZA",13,4,80,110,"750080",99,0.8,0.4,0,0.01,0.16,,0.34,0,0,0.3,101,210,658.9,159.3,3.1,"","22.05.1995","","ZA0134"
"ZA",13,5,110,-1,"750081",95.4,2.7,1.5,0,0.05,0.29,,0.64,0,0,1,101.6,60,169.3,44.3,2.8,"","22.05.1995","","ZA0135"
"ZA",14,1,0,22,"750082",96.2,1.2,0.6,0,0.01,0.23,,0.26,0,0.01,0.9,99.4,136.1,426.8,103.2,3.1,"","19.07.1996","OSP","ZA0141"
"ZA",14,2,22,35,"750083",97.2,1.4,0.6,0,0.02,0.46,,0.38,0.01,0.01,0.8,100.9,117.8,431.3,92.5,3.7,"","19.07.1996","OSP","ZA0142"
"ZA",14,3,35,70,"750084",97.9,1.3,0.6,0,0.01,0.48,,0.4,0,0.01,0.6,101.3,127.8,434.4,98.8,3.4,"","19.07.1996","OSP","ZA0143"
"ZA",14,4,70,100,"750085",98.5,1.1,0.6,0,0,0.47,,0.41,0,0.01,0.3,101.4,152,437,112.8,2.9,"","19.07.1996","OSP","ZA0144"
"ZA",14,5,100,120,"750086",98.2,1.1,0.5,0,0.01,0.47,,0.41,0,0.01,0.3,101,151.5,522.9,117.5,3.5,"","19.07.1996","OSP","ZA0145"
"ZA",15,1,0,20,"750087",94.8,2.6,1.1,0,0.04,0.25,,0.54,0,0.02,2.5,101.9,61.9,229.4,48.7,3.7,"","22.05.1995","","ZA0151"
"ZA",15,2,20,50,"750088",94.7,2.5,1.1,0,0.03,0.24,,0.53,0,0.01,2,101.1,64.3,229.2,50.2,3.6,"","22.05.1995","","ZA0152"
"ZA",15,3,50,65,"750089",94.1,2.5,1.4,0,0.05,0.28,,0.57,0,0.01,1.4,100.3,63.9,178.9,47.1,2.8,"","22.05.1995","","ZA0153"
"ZA",15,4,65,70,"750090",89,5.8,2.3,0,0.15,0.53,,0.56,0,0.01,2.6,101,26,103,20.8,4,"","22.05.1995","","ZA0154"
"ZA",15,5,70,90,"750091",77.1,12.8,4.1,0,0.39,1.51,,0.5,0,0.02,4.4,100.8,10.2,50.1,8.5,4.9,"","22.05.1995","","ZA0155"
"ZA",15,6,90,105,"750092",81.4,9.4,3.9,0,0.32,1.13,,0.3,0,0.02,3.3,99.8,14.7,55.6,11.6,3.8,"","22.05.1995","","ZA0156"
"ZA",16,1,0,20,"750093",59.9,15.2,9.8,0.53,0.53,0.82,,1.57,0.42,0.12,10.6,99.5,6.7,16.3,4.7,2.4,"","25.02.1996","OSP","ZA0161"
"ZA",16,2,20,45,"750094",57.5,19.1,10.5,0.59,0.7,1.02,,1.09,0.3,0.08,8.4,99.3,5.1,14.6,3.8,2.9,"","25.02.1996","OSP","ZA0162"
"ZA",16,3,45,70,"750095",59.2,18.7,9.4,0.8,0.91,1.1,,1.04,0.21,0.09,7,98.5,5.4,16.8,4.1,3.1,"","25.02.1996","OSP","ZA0163"
"ZA",16,4,70,80,"750096",51.2,18.5,12.3,6.43,4.41,0.42,,1.05,0.19,0.13,4.3,98.9,4.7,11.1,3.3,2.4,"","25.02.1996","OSP","ZA0164"
"ZA",17,1,0,20,"750098",80.7,8.5,2.9,0.01,0.21,0.69,,0.52,0.01,0.04,6.8,100.4,16.1,74.1,13.2,4.6,"","22.05.1995","","ZA0171"
"ZA",17,2,20,40,"750099",79.2,9.6,3.1,0,0.24,0.77,,0.55,0.01,0.04,6.9,100.4,14,68,11.6,4.9,"","22.05.1995","","ZA0172"
"ZA",17,3,40,60,"750100",76.2,11,4.1,0,0.25,0.86,,0.6,0.01,0.04,9,102.1,11.8,49.5,9.5,4.2,"","22.05.1995","","ZA0173"
"ZA",17,4,60,75,"750101",77.4,10.7,4,0,0.23,0.88,,0.56,0.01,0.04,7.2,101,12.3,51.5,9.9,4.2,"","22.05.1995","","ZA0174"
"ZA",17,5,75,90,"750102",77.1,11.6,4,0,0.24,1.02,,0.58,0.01,0.05,7.1,101.7,11.3,51.3,9.2,4.5,"","22.05.1995","","ZA0175"
"ZA",17,6,90,-1,"750103",93.3,5.2,0.6,0,0.1,0.72,,0.13,0,1.9,1.9,103.9,30.5,414,28.4,13.6,"","22.05.1995","","ZA0176"
"ZA",18,1,0,15,"750104",53.1,15.9,12.9,0.37,0.54,1.73,,1.11,0.3,0.32,14.2,100.5,5.7,11,3.7,1.9,"","22.05.1995","","ZA0181"
"ZA",18,2,15,30,"750105",53.9,15.1,13.8,0.34,0.48,1.58,,1.16,0.35,0.32,14.8,101.8,6.1,10.4,3.8,1.7,"","22.05.1995","","ZA0182"
"ZA",18,3,30,60,"750106",51.5,13.2,19.5,0.23,0.4,1.35,,1.18,0.22,0.37,13,101,6.6,7,3.4,1.1,"","22.05.1995","","ZA0183"
"ZA",18,4,60,80,"750107",45.5,22.6,12.6,0.35,0.79,2.38,,0.87,0.1,0.39,15,100.6,3.4,9.6,2.5,2.8,"","22.05.1995","","ZA0184"
"ZA",18,5,80,90,"750108",46.1,21.4,7.5,0.04,0.86,2.99,,0.86,0.01,0.06,11,90.8,3.7,16.4,3,4.5,"","22.05.1995","","ZA0185"
"ZA",18,6,90,-1,"750109",63.7,20.9,2.6,0.02,0.79,3.51,,0.85,0.01,0.03,7.9,100.3,5.2,65.2,4.8,12.6,"","22.05.1995","","ZA0186"
"ZA",19,1,0,15,"750110",65.6,13.6,6.2,0.28,0.55,1.47,,1.03,0.12,0.07,11.6,100.5,8.2,28.2,6.3,3.4,"","22.05.1995","","ZA0191"
"ZA",19,2,15,30,"750111",66.2,13.1,5.7,0.38,0.54,1.34,,1.01,0.14,0.09,12.9,101.4,8.6,30.9,6.7,3.6,"","22.05.1995","","ZA0192"
"ZA",19,3,30,50,"750112",66.2,13,5.6,0.42,0.54,1.34,,0.99,0.15,0.11,13.4,101.8,8.6,31.5,6.8,3.6,"","22.05.1995","","ZA0193"
"ZA",19,4,50,70,"750113",64.5,14.8,6.2,0.26,0.59,1.48,,1,0.09,0.08,12,101,7.4,27.7,5.8,3.7,"","22.05.1995","","ZA0194"
"ZA",19,5,70,90,"750114",66.7,13.9,6.9,0.17,0.55,1.53,,1.06,0.14,0.06,9.8,100.8,8.1,25.7,6.2,3.2,"","22.05.1995","","ZA0195"
